"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight","product_name_bg"
"295278","2725","48000610000003002440","BARA BRONZ D61X3000 MM CUSN12ZN","{0}",,,,,,"","","KG","","0.000000","BRONZE BARS D61X3000 MM CUSN12ZN","KG","y","БРОНЗОВИ ПРЪТИ D61X3000 MM CUSN12ZN","y","",,,"БРОНЗОВИ ПРЪТИ D61X3000 MM CUSN12ZN"
"295415","2862","804202","DESEU STANTATURA CUPRU CU-DHP","{0}",,,,,,"","","KG","","0.000000","COPPER SCRAPS FIRST CATEGORY","KG","y","МЕДЕН СКРАП ПЪРВА КАТЕГОРИЯ","n","",,,"МЕДЕН СКРАП ПЪРВА КАТЕГОРИЯ"
"292723","170","120PP5083010DEBITAT0","PLACI DEBITATE DE PRECIZIE 5083 10 MM","{0}",,,,,,"","","KG","БРОЙ","1.000000","PREC. MACH. CAST CUT AL PLATE 5083 10 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 10 MM","y","",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 10 MM"
"295219","2666","48000320032003002240","BARA PATRATA ALU-BRONZ 32X32X3000 MM CUAL10NI5FE4 ","{0}",,,,,,"","","KG","","0.000000","ALU-BRONZE SQUARE BARS 32X32X3000 MM CUAL10NI5FE4R740","KG","y","АЛ-БРОНЗОВИ КВАДРАТНИ ПРЪТИ 32X32X3000 MM CUAL10NI5FE4 R740","n","",,,"АЛ-БРОНЗОВИ КВАДРАТНИ ПРЪТИ 32X32X3000 MM CUAL10NI5FE4 R740"
"294822","2269","43002120158003002040","TEAVA BRONZ D212X158X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D212X158X3000 MM CUSN7ZN4PB7 -C - G","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D212X158X3000 MM CUSN7ZN4PB7 - C - G","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D212X158X3000 MM CUSN7ZN4PB7 - C - G"
"292882","329","120PT5083080PF","PLACA DEBITATA TURNATA 5083 80 MM","{0}",,,,,,"","","KG","","0.000000","CAST CUT AL PLATE 5083 80 MM","KG","y","ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 80 MM","n","",,,"ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 80 MM"
"292889","336","120PT5083100PF","PLACA DEBITATA TURNATA 5083 100 MM","{0}",,,,,,"","","KG","","0.000000","CAST CUT AL PLATE 5083 100 MM","KG","y","ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 100 MM","n","",,,"ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 100 MM"
"292736","183","120PP5083016PF","PLACA DEBITATA DE PRECIZIE 5083 16 MM","{0}",,,,,,"","","KG","","0.000000","PREC. MACH. CAST CUT AL PLATE 5083 16 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 16 MM","n","",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 16 MM"
"293267","714","127075015T7351000000","TABLA  ALUMINIU 7075 T7351 15X1520X3020 MM","{0}",,,,,,"","","KG","","0.000000","ALU PLATES7075 T7351 15X1520X3020 MM","KG","y","АЛ. ПЛОЧИ7075 T7351 15 MM ","y","7075",,,"АЛ. ПЛОЧИ7075 T7351 15 MM "
"293275","722","127075025T7351000000","TABLA  ALUMINIU 7075 T7351 25X1520X3020 MM","{0}",,,,,,"","","KG","","0.000000","ALU PLATES 7075 T7351 25X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 7075 T7351 25 MM ","y","7075",,,"АЛ. ПЛОЧИ 7075 T7351 25 MM "
"293300","747","127075070T7351000000","TABLA  ALUMINIU 7075 T7351 70X1520X3020 MM","{0}",,,,,,"","","KG","","0.000000","ALU PLATES7075 T7351 70X1520X3020 MM","KG","y","АЛ. ПЛОЧИ 7075 T7351 70 MM  ","y","7075",,,"АЛ. ПЛОЧИ 7075 T7351 70 MM  "
"294492","1939","41109101500000201240","BANDA CUPRU CU-ETP R240 0.91X150 MM","{0}",,,,,,"","","KG","","0.000000","COPPER STRIPS CU-ETP R240 0.91X150 MM","KG","y","МЕДНИ ЛЕНТИ CU-ETP R240 0.91X150 MM","n","",,,"МЕДНИ ЛЕНТИ CU-ETP R240 0.91X150 MM"
"294963","2410","46000220000004000440","BARA CUPRU D22X4000 MM CU-ETP R250","{0}",,,,,,"","","KG","","0.000000","COPPER BARS CU-ETP R250 D22X4000 MM","KG","y","МЕДНИ ПРЪТИ CU-ETP R250 D22X4000 MM ","y","",,,"МЕДНИ ПРЪТИ CU-ETP R250 D22X4000 MM "
"294909","2356","45000400010020000240","TEAVA CUPRU 40X1X2000 MM CU-DHP R250 EN12449","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 40X1X2000 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 40X1X2000 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 40X1X2000 MM CU-DHP R250 EN12449 "
"294870","2317","45000150008060000240","TEAVA CUPRU 15X0.8X6000 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 15X0.8X6000  MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 15X0.8X6000  MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 15X0.8X6000  MM CU-DHP R250 EN12449 "
"294880","2327","45000180015060000240","TEAVA CUPRU 18X1.5X6000 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 18X1.5X6000 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 18X1.5X6000 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 18X1.5X6000 MM CU-DHP R250 EN12449 "
"294921","2368","45000630015060000240","TEAVA CUPRU 63X1.5X6000 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 63X1.5X6000 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 63X1.5X6000 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 63X1.5X6000 MM CU-DHP R250 EN12449 "
"294887","2334","45000220010060000240","TEAVA CUPRU 22X1X6000 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 22X1X6000 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 22X1X6000 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 22X1X6000 MM CU-DHP R250 EN12449 "
"294896","2343","45000280010015000240","TEAVA CUPRU 28X1X1500 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","ML","0.757900","COPPER TUBES 28X1X1500 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 28X1X1500 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 28X1X1500 MM CU-DHP R250 EN12449 "
"294897","2344","45000280010017500240","TEAVA CUPRU 28X1X1750 MM CU-DHP R250 EN12449 ","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES 28X1X1750 MM CU-DHP R250 EN12449","KG","y","МЕДНИ ТРЪБИ 28X1X1750 MM CU-DHP R250 EN12449 ","n","",,,"МЕДНИ ТРЪБИ 28X1X1750 MM CU-DHP R250 EN12449 "
"294155","1602","36000100000003000241","BARA ALAMA D10X3000 MM CUZN39PB3 R430 h9","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND BARS D10X3000 MM CUZN39PB3 R430 h9","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ D10X3000 MM CUZN39PB3 R430 h9","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ D10X3000 MM CUZN39PB3 R430 h9"
"294048","1495","35000180010040000140","TEAVA ALAMA CUZN37 F37 D18X1X4000 MM ","{0}",,,,,,"","","KG","ML","0.475000","BRASS ROUND TUBES D18X1X4000 MM CUZN37 F37","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ D18X1X4000 MM CUZN37 F37","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ D18X1X4000 MM CUZN37 F37"
"294991","2438","46000550000003000440","BARA CUPRU D55X3000 MM CU-ETP R250 ","{0}",,,,,,"","","KG","","0.000000","COPPER ROUND BARS D55X3000 MM CU-ETP R250","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ D55X3000 MM CU-ETP R250","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ D55X3000 MM CU-ETP R250"
"294175","1622","36000130000003000242","BARA ALAMA D13X3000 MM CUZN39PB3 R500 h9","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND BARS D13X3000 MM CUZN39PB3 R500 h9","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ D13X3000 MM CUZN39PB3 R500 h9","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ D13X3000 MM CUZN39PB3 R500 h9"
"294794","2241","43001580150003002140","TEAVA BRONZ D158X202x3000 MM CUSN12","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D158X150X3000 MM CUSN12 - C-GC","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D158X150X3000 MM CUSN12 - C-GC","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D158X150X3000 MM CUSN12 - C-GC"
"294684","2131","43000710019003002040","TEAVA BRONZ D71X19X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D71X19X3000 MM CUSN7ZN4PB7-C","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D71X19X3000 MM CUSN7ZN4PB7-C","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D71X19X3000 MM CUSN7ZN4PB7-C"
"294689","2136","43000710034003002040","TEAVA BRONZ D71X34X3000 MM CUSN7ZN4PB7-C","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D71X34X3000 MM CUSN7ZN4PB7-C","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D71X34X3000 MM CUSN7ZN4PB7-C","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D71X34X3000 MM CUSN7ZN4PB7-C"
"294170","1617","36000120006003000241","BARA HEXA ALAMA CUZN40PB2 R430 12X3000 MM ","{0}",,,,,,"","","KG","","0.000000","BRASS HEXAG BARS 12X3000 MM CUZN40PB2 R430","KG","y","МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ 12X3000 MM CUZN40PB2 R430","n","",,,"МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ 12X3000 MM CUZN40PB2 R430"
"295313","2760","48000920040003002040","BARA PATRATA BRONZ 92X92X3000MM CUSN7ZN4PB7-C-GC ","{0}",,,,,,"","","KG","ML","75.329600","BRONZE SQUARE BARS 92X92X3000 MM CUSN7ZN4PB7-C-GC","KG","y","БРОНЗОВИ КВАДРАТНИ ПРЪТИ 92X92X3000 MM CUSN7ZN4PB7-C-GC ","n","",,,"БРОНЗОВИ КВАДРАТНИ ПРЪТИ 92X92X3000 MM CUSN7ZN4PB7-C-GC "
"293148","595","12606105715PF","PLACA DEBITATA 6061 T651 57.15 MM","{0}",,,,,,"","","KG","BUC","1.000000","AL CUT PLATE 6061 T651 57,15 MM","KG","y","АЛ. РЯЗАНА ПЛОЧА 6061 T651 57,15 MM","n","",,,"АЛ. РЯЗАНА ПЛОЧА 6061 T651 57,15 MM"
"295100","2547","47000300040000001542","BARA LATA CUPRU CU-ETP R250 30X4 MM 50ML/ROLA ","{0}",,,,,,"","","KG","","0.000000","COPPER FLAT BARS CU-ETP R250 30X4x COIL of 50 METERS each","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP R250 30X4x РУЛОН ОТ 50 M/ВСЕКИ","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP R250 30X4x РУЛОН ОТ 50 M/ВСЕКИ"
"295297","2744","48000800000005002041","BARA BRONZ D80X3000 MM CUSN8P","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND BARS CUSN8P  80X3000 MM","KG","y","БРОНЗОВИ КРЪГЛИ ПРЪТИ CUSN8P  80X3000 MM","y","",,,"БРОНЗОВИ КРЪГЛИ ПРЪТИ CUSN8P  80X3000 MM"
"294816","2263","43002020098003002041","TEAVA BRONZ D202X98X3000 MM CUSN7ZNPB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES 202X98X3000 MM CUSN7ZN4PB7-C-GC","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ 202X98X3000 MM CUSN7ZN4PB7-C-GC","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ 202X98X3000 MM CUSN7ZN4PB7-C-GC"
"294801","2248","43001620128003002040","TEAVA BRONZ D162X128X3000 MMCUSN7ZN4PB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D162X128X3000 MM CUSN7ZN4PB7-C","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D162X128X3000 MM CUSN7ZN4PB7-C ","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D162X128X3000 MM CUSN7ZN4PB7-C "
"295466","2913","32201501000200000143","TABLA ALAMA CUZN37 R350 1.5X1000X2000 MM  LASER FOL.1 PARTE","{0}",,,,,,"","","KG","","0.000000","BRASS SHEETS CUZN37 R350 1.5X1000X2000 MM ONE SIDELASER FOIL","KG","y","МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 1.5X1000X2000 MM ЕДНОСТРАННО ЛАЗЕР ФОЛИО","n","",,,"МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 1.5X1000X2000 MM ЕДНОСТРАННО ЛАЗЕР ФОЛИО"
"293954","1401","31102000900000005140","BANDA ALAMA CUZN37 R350 2X90 MM","{0}",,,,,,"","","KG","","0.000000","BRASS STRIPS CUZN37 R350 2X90 MM","KG","y","МЕСИНГОВИ ЛЕНТИ CUZN37 R350 2X90 MM ","n","",,,"МЕСИНГОВИ ЛЕНТИ CUZN37 R350 2X90 MM "
"294404","1851","37000500303003000240","BARA LATA ALAMA 50X3X3000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","","0.000000","BRASS FLAT BARS 50X3X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 50X3X3000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 50X3X3000 MM CUZN39PB3"
"293872","1319","27030008030000061500","BARA LATA ALU  30X8X6000 MM 6063 T6","{0}",,,,,,"","","KG","","0.000000","ALU FLAT BARS 30X8X3000 MM 6063 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 30X8X3000 MM 6063 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 30X8X3000 MM 6063 T6"
"293162","609","12606110000PF","PLACA DEBITATA 6061 T651 100 MM","{0}",,,,,,"","","KG","BUC","1.000000","AL CUT PLATE 6061 T651 100 MM","KG","y","АЛ. РЯЗАНА ПЛОЧА 6061 T651 100 MM","n","",,,"АЛ. РЯЗАНА ПЛОЧА 6061 T651 100 MM"
"295510","2957","12910120100020001560","TABLA  AL STRIATA 1050 H244 1.2X1000X2000 MM","{0}",,,,,,"","","KG","БРОЙ","7.160000","AL. TREAD SHEETS QUINTETT 1050 H244 1.2X1000X2000MM","KG","y","АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 1.2X1000X2000 MM","n","",,,"АЛ. РИФЕЛОВАНИ ЛАМАРИНИ QUINTETT 1050 H244 1.2X1000X2000 MM"
"292744","191","120PP5083020FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 20 MM","{0}",,,,,,"","","KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 20 MM","y","PP5083F1",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 20 MM"
"292746","193","120PP5083020PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 20 MM","{0}",,,,,,"","","KG","БРОЙ","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 20 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 20 MM","n","",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 20 MM"
"292724","171","120PP5083010FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 10 MM","{0}",,,,,,"","","KG","БРОЙ","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 10 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 10 MM","y","PP5083F1",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 10 MM"
"292726","173","120PP5083010PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 10 MM","{0}",,,,,,"","","KG","BUC","1.000000","1 SIDE PREC. MACH. CAST CUT AL PLATE 5083 10 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 10 MM","n","",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 10 MM"
"292754","201","120PP5083030FREZAT1P","TABLA ALUMINIU DE PRECIZIE 1 PARTE 5083 30 MM","{0}",,,,,,"","","KG","BUC","1.000000","1 SIDE PREC. MACH. CAST AL PLATE 5083 30 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 30 MM","y","PP5083F1",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА АЛ. ПЛОЧА 5083 30 MM"
"292756","203","120PP5083030PFF1","PLACA DEBITATA DE PRECIZIE 1 PARTE 5083 30 MM","{0}",,,,,,"","","KG","BUC","1.000000","1 SIDE PREC. MACH. CAST CUT AL PLATE 5083 30 MM","KG","y","ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 30 MM","n","",,,"ЕДНОСТРАННО ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 5083 30 MM"
"294892","2339","45000250015030000240","TEAVA CUPRU D25X1.5X3000 MM CU-DHP R250","{0}",,,,,,"","","KG","ML","0.989500","COPPER ROUND TUBES CU-DHP R250 25X1.5X3000 MM","KG","y","МЕДНИ КРЪГЛИ ТРЪБИ CU-DHP R250 25X1.5X3000 MM","n","",,,"МЕДНИ КРЪГЛИ ТРЪБИ CU-DHP R250 25X1.5X3000 MM"
"293921","1368","27120015003000063600","BARA LATA ALU  120X15X3000XMM 6082 T6","{0}",,,,,,"","","KG","","0.000000","ALU FLAT BARS 120X15X3000 MM 6082 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 120X15X3000 MM 6082 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 120X15X3000 MM 6082 T6"
"295048","2495","46CUCRZR461100003000","BARA D110 MM CUCR1ZR","{0}",,,,,,"","","KG","","0.000000","BRONZE BARS CUCR1ZR D110 MM","KG","y","БРОНЗОВИ ПРЪТИ CUCR1ZR D110 MM","y","",,,"БРОНЗОВИ ПРЪТИ CUCR1ZR D110 MM"
"293852","1299","26410000000000023500","BARA ALU D 410 MM 2007 TURNAT","{0}",,,,,,"","","KG","","0.000000","ALU ROUND BARS 410 MM 2007 CAST","KG","y","АЛ. КРЪГЛИ ЛЕТИ ПРЪТИ 410 MM 2007","y","",,,"АЛ. КРЪГЛИ ЛЕТИ ПРЪТИ 410 MM 2007"
"292592","39","12010150200030001540","TABLA ALUMINIU 1050 H24 1.5X2000X3000 MM ","{0}",,,,,,"","","KG","БРОЙ","24.300000","AL SHEETS 1050H24 1.5X2000X3000 MM","KG","y","АЛ. ЛАМАРИНИ 1050H24 1.5X2000X3000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050H24 1.5X2000X3000 MM"
"294524","1971","42100700670300TECUP","TABLA CUPRU TECU PATINA 0.7X670X3000 MM","{0}",,,,,,"","","M2","","0.000000","COPPER SHEETS TECU PATINA 0.7X670X3000 MM","M2","y","МЕДНИ ЛАМАРИНИ TECU PATINA 0.7X670X3000 MM ","n","",,,"МЕДНИ ЛАМАРИНИ TECU PATINA 0.7X670X3000 MM "
"292960","407","120PT7021120DEBITAT0","PLACI DEBITATE TURNATA 7021 120 MM","{0}",,,,,,"","","KG","BUC","1.000000","AL CUT PLATE 7021 120 MM CAST","KG","y","АЛ. РЯЗАНА ПЛОЧА 7021 120 MM ЛЯТА","y","",,,"АЛ. РЯЗАНА ПЛОЧА 7021 120 MM ЛЯТА"
"294100","1547","35001200090035000141","TEAVA ALAMA CUZN39P3 M OD120 X ID 90 X 3500 MM ","{0}",,,,,,"","","KG","","0.000000","BRASS HALLOW BARS OD120X ID90X3500 MM CUZN39PB3 M","KG","y","МЕСИНГОВИ КУХИ ПРЪТИ OD120X ID90X3500 MM CUZN39PB3 M","n","",,,"МЕСИНГОВИ КУХИ ПРЪТИ OD120X ID90X3500 MM CUZN39PB3 M"
"292834","281","120PP7021045DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 45 MM","{0}",,,,,,"","","KG","","0.000000","PREC. MACH. CAST CUT AL PLATE 7021 45 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 45 MM","y","",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 45 MM"
"292846","293","120PP7021080DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 80 MM","{0}",,,,,,"","","KG","","0.000000","PREC. MACH. CAST CUT AL PLATE 7021 80 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 80 MM","y","",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 80 MM"
"292819","266","120PP7021020DEBITAT0","PLACI DEBITATE DE PRECIZIE 7021 20 MM","{0}",,,,,,"","","KG","BUC","1.000000","PREC. MACH. CAST CUT AL PLATE 7021 20 MM","KG","y","ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 20 MM","y","",,,"ПРЕЦИЗ. ОБРАБ. ЛЯТА РЯЗАНА АЛ. ПЛОЧА 7021 20 MM"
"294807","2254","43001820098003002040","TEAVA BRONZ D182X98X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBES D182X98X3000 MM CUSN7ZN4PB7-C-GC","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D182X98X3000 MM CUSN7ZN4PB7-C-GC","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D182X98X3000 MM CUSN7ZN4PB7-C-GC"
"295401","2848","80127020","DESEURI PLACI ALUMINIU ALIAJ 7020","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 7020","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 7020","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 7020"
"295073","2520","47000150006040000140","BARA LATA CUPRU CU-ETP R250 R=1 15X6X4000 MM ","{0}",,,,,,"","","KG","ML","0.804600","COPPER FLAT BARS CU-ETP R250 R=1 15X6X4000 MM","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP R250 R=1 15X6X4000 MM ","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP R250 R=1 15X6X4000 MM "
"294903","2350","45000320020025000240","TEAVA CUPRU D32X2X2500 MM CU-DHP ","{0}",,,,,,"","","ML","","0.000000","COPPER ROUND TUBES 32X2X2500  CU-DHP","ML","y","МЕДНИ КРЪГЛИ ТРЪБИ 32X2X2500  CU-DHP","n","",,,"МЕДНИ КРЪГЛИ ТРЪБИ 32X2X2500  CU-DHP"
"295480","2927","42100801000200000242","TABLA CUPRU CU-DHP R240 1/2 T 0.8X1000X2000 MM FOLIAT 2P","{0}",,,,,,"","","KG","БРОЙ","14.304000","COPPER SHEETS CU-DHP R240 0.8X1000X2000 MM WITH PROTECTION FOIL 2 SIDE","KG","y","МЕДНИ ЛАМАРИНИ CU-DHP R240 0.8X1000X2000 MM СЪС ЗАЩИТНО ФОЛИО ДВУСТРАННО","n","",,,"МЕДНИ ЛАМАРИНИ CU-DHP R240 0.8X1000X2000 MM СЪС ЗАЩИТНО ФОЛИО ДВУСТРАННО"
"294736","2183","43000970048003002040","TEAVA BRONZ D97X48X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,"","","KG","","0.000000","BRONZE ROUND TUBE D97X48X3000 MM CUSN7ZN4PB7-C","KG","y","БРОНЗОВИ КРЪГЛИ ТРЪБИ D97X48X3000 MM CUSN7ZN4PB7-C","n","",,,"БРОНЗОВИ КРЪГЛИ ТРЪБИ D97X48X3000 MM CUSN7ZN4PB7-C"
"294516","1963","421007006702000TECUB","TABLA CUPRU TECU BRASS 0.7X670X2000 MM","{0}",,,,,,"","","M2","KG","5.950000","COPPER SHEETS TECU BRASS 0.7X670X2000 MM","M2","y","МЕДНИ ЛАМАРИНИ TECU МЕСИНГОВИ 0.7X670X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ TECU МЕСИНГОВИ 0.7X670X2000 MM"
"294517","1964","421007006702000TECUG","TABLA CUPRU TECU GOLD 0.7X670X2000 MM","{0}",,,,,,"","","M2","KG","5.730000","COPPER SHEETS  TECU GOLD 0.7X670X2000 MM","M2","y","МЕДНИ ЛАМАРИНИ  TECU GOLD 0.7X670X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ  TECU GOLD 0.7X670X2000 MM"
"294520","1967","42100700670200TECUBZ","TABLA CUPRU TECU BRONZE 0.7X670X2000 MM","{0}",,,,,,"","","M2","KG","6.250000","COPPER SHEETS  TECU BRONZE 0.7X670X2000 MM","M2","y","МЕДНИ ЛАМАРИНИ  TECU БРОНЗОВИ 0.7X670X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ  TECU БРОНЗОВИ 0.7X670X2000 MM"
"294518","1965","421007006702000TECUO","TABLA CUPRU TECU OXID 0.7X670X2000 MM","{0}",,,,,,"","","M2","KG","6.250000","COPPER SHEETS  TECU OXID 0.7X670X2000 MM","M2","y","МЕДНИ ЛАМАРИНИ  TECU OXID 0.7X670X2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ  TECU OXID 0.7X670X2000 MM"
