product_code,product_name_ro,pid_category,size_length,size_width,size_thickness,size_diameter,size_height,size_alloy,size_type,um1,um2,um1_to_um2,product_name_en,um_base,is_active,additional_info,cu_debitare,aliaj,densitate,size_roll_weight
803601,DESEU SPAN+PILITURA ALAMA ALAMA,{0},,,,,,,,KG,,0,"BRASS RODS TURNINGS, EWC 120103",KG,n,DESEU SPAN+PILITURA ALAMA ALAMA,n,,,
803602,DESEU CAPETE DE BARA ALAMA ALAMA,{0},,,,,,,,KG,,0,"BRASS ROD ENDS & DEBURRING, EWC 160118",KG,n,DESEU CAPETE DE BARA ALAMA ALAMA,n,,,
23050110040600061500,PROFIL ALU U 50X110X50X4X6000 MM 6060  T6,{0},,,,,,,,KG,ML,2.1816,ALU U PROFILES 50X110X50X4 MM 6060 T6,KG,n,PROFIL ALU U 50X110X50X4X6000 MM 6060  T6,n,,,
280182186200636000MC,PROFIL MC 18218X6200 MM 6082 T6,{0},,,,,,,,KG,,0,DRAW. PROF. MC 18218X6200 MM 6082 T6,KG,n,PROFIL MC 18218X6200 MM 6082 T6,n,,,
280182125150636000MC,PROFIL MC 18212X5150 MM 6082 T6,{0},,,,,,,,KG,,0,DRAW. PROF. MC 18212X5150 MM 6082 T6,KG,n,PROFIL MC 18212X5150 MM 6082 T6,n,,,
280182146000636000MC,PROFIL MC 18214X6000 MM 6082 T6,{0},,,,,,,,KG,,0,DRAW. PROF. 18214X6000 MM 6082 T6,KG,n,PROFIL MC 18214X6000 MM 6082 T6,n,,,
280182106000636000MC,PROFIL MC 18210X6000 MM 6082 T6,{0},,,,,,,,KG,,0,DRAW. PROF. MC 18210X6000 MM 6082 T6,KG,n,PROFIL MC 18210X6000 MM 6082 T6,n,,,
280717806000615000MC,PROFIL MC 7178X6000 MM  6060 6060 T6 A5198,{0},,,,,,,,KG,,0,DRAW. PROF. 5198X6000 6060 T66 (MC 7178),KG,n,PROFIL MC 7178X6000 MM  6060 6060 T6 A5198,n,,,
280717906000626000MC,PROFIL MC 7179X6000 MM 6005 6060 T6 A5199,{0},,,,,,,,KG,,0,DRAW. PROF. 5199X6000 MM 6005 T6 (MC 7179),KG,n,PROFIL MC 7179X6000 MM 6005 6060 T6 A5199,n,,,
280192355150615000MC,PROFIL MC 19235X5150 MM 6063 T6,{0},,,,,,,,KG,,0,DRAW. PROF. 19235X5150 MM 6063 T66,KG,n,PROFIL MC 19235X5150 MM 6063 T6,n,,,
280108495650615000MC,PROFIL MC 10849X5650 MM 6063 6060 T6,{0},,,,,,,,KG,,0,DRAW. PROF. MC 10849X5650 MM 6063 T66,KG,n,PROFIL MC 10849X5650 MM 6063 6060 T6,n,,,
280147846000616000MC,PROFIL MC 14784X6000 MM 6060 F25 A5210,{0},,,,,,,,KG,,0,DRAW. PROF. 5210X6000 MM 6060 F25 (MC 14784),KG,n,PROFIL MC 14784X6000 MM 6060 F25 A5210,n,,,
280765806000626000MC,PROFIL MC 7658X6000 MM 6005 6060 T6 A5200,{0},,,,,,,,KG,,0,DRAW. PROF. 5200X6000 MM 6005A T6 (MC 7658),KG,n,PROFIL MC 7658X6000 MM 6005 6060 T6 A5200,n,,,
280122496000615000MC,PROFIL MC 12249X6000 MM 6060 F22,{0},,,,,,,,KG,,0,DRAW. PROF. MC 12249X6000 MM 6060 F22,KG,n,PROFIL MC 12249X6000 MM 6060 F22,n,,,
280182196000616000MC,PROFIL MC 18219X6000 MM 6060 F25,{0},,,,,,,,KG,,0,DRAW. PROF. 18219X6000 MM 6060 F25,KG,n,PROFIL MC 18219X6000 MM 6060 F25,n,,,
3600006063000WIELAND,BARA HEXAG. ALAMA 6X3000 MM CUZN39PB3 WIELAND,{0},,,,,,,,KG,ML,0.2637,HEXAGONAL BRASS  BARS 6X3000 MM CUZN39PB3,KG,n,BARA HEXAG. ALAMA 6X3000 MM CUZN39PB3 WIELAND,n,,,
3600016063000WIELAND,BARA HEXAG ALAMA 16X3000 MM CUZN39PB3 R430 WIELAND,{0},,,,,,,,KG,ML,1.8755,BRASS HEXAG BARS CUZN39PB3 R430 16X3000 MM,KG,n,BARA HEXAG ALAMA 16X3000 MM CUZN39PB3 R430 WIELAND,n,,,
43000610039003002140,TEAVA BRONZ D61X39X3000 MM CUSN12,{0},,,,,,,,KG,ML,15.3703,BRONZE ROUND TUBES D61X39X3000 MM CUSN12,KG,n,TEAVA BRONZ D61X39X3000 MM CUSN12,n,,,
43000710048003002140,TEAVA BRONZ D71X48X3000 MM CUSN12,{0},,,,,,,,KG,ML,19.1221,BRONZE ROUND TUBES D71X48X3000 MM CUSN12,KG,n,TEAVA BRONZ D71X48X3000 MM CUSN12,n,,,
43000760029003002140,TEAVA BRONZ D76X29X3000 MM CUSN12,{0},,,,,,,,KG,ML,34.4784,BRONZE ROUND TUBES D76X29 X3000 MM CUSN12,KG,n,TEAVA BRONZ D76X29X3000 MM CUSN12,n,,,
43000810029003002140,TEAVA BRONZ D81X29X3000 MM CUSN12,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D81x29X3000 MM CUSN12,KG,n,TEAVA BRONZ D81X29X3000 MM CUSN12,n,,,
43001020048003002140,TEAVA BRONZ D102X48X3000 MM CUSN12,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D102X48X3000 MM CUSN12,KG,n,TEAVA BRONZ D102X48X3000 MM CUSN12,n,,,
43001020058003002140,TEAVA BRONZ D102X58X3000 MM CUSN12,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D102X58X3000 MM CUSN12,KG,n,TEAVA BRONZ D102X58X3000 MM CUSN12,n,,,
43001520118003002140,TEAVA BRONZ D152X118X3000 MM CUSN12,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D152X118X3000 MM CUSN12 - C-GC,KG,n,TEAVA BRONZ D152X118X3000 MM CUSN12,n,,,
43000360014003002040,TEAVA BRONZ D36X14X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,ML,7.6852,BRONZE ROUND TUBE D36X14X3000 MM CUZN7ZN4PB7-C ,KG,n,TEAVA BRONZ D36X14X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000360024003002040,TEAVA BRONZ D36X24X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBE D36X24X3000 MM CUSN7ZN4PB7-C,KG,n,TEAVA BRONZ D36X24X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000410028003002040,TEAVA BRONZ D41X28X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,ML,6.2669,BRONZE TUBES 41/28X3000 CUSN7ZN4PB7,KG,n,TEAVA BRONZ D41X28X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43000610029003002040,TEAVA BRONZ D61X29X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,ML,20.1211,BRONZE ROUND TUBES D61X29X3000 MM CUZN7ZN4PB7-C,KG,n,TEAVA BRONZ D61X29X3000 MM CUSN7ZN4PB7-C-GC,n,,,
43001520068003002040,TEAVA BRONZ D152X68X3000 MM CUSN7ZN4PB7-C-GC,{0},,,,,,,,KG,,0,BRONZE ROUND TUBES D152X68X3000 MM CUSN7ZN4PB7,KG,n,TEAVA BRONZ D152X68X3000 MM CUSN7ZN4PB7-C-GC,n,,,
64012015100020002305,TABLA INOX 1.5X1000X2000 MM TP316/L,{0},,,,,,,,KG,,0,,KG,n,TABLA INOX 1.5X1000X2000 MM TP316/L,n,,,
120PT5083210DEBITAT0,PLACI DEBITATE TURNATA 5083 210 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 210 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 210 MM,y,PT5083,,
42101501250250000240,TABLA CUPRU CU-DHP R240 1/2 T 1.5X1250X2500 MM,{0},,,,,,,,KG,,0,COPPER SHEETS SFCUF24 1.5 X 1250 X 2500 MM,KG,n,TABLA CUPRU CU-DHP R240 1/2 T 1.5X1250X2500 MM,n,,,
31101000200000005140,BANDA ALAMA CUZN37 R350 1X20 MM,{0},,,,,,,,KG,,0,BRASS STRIPS CUZN37 F37  20X1 MM,KG,n,BANDA ALAMA CUZN37 R350 1X20 MM,n,,,
25060006006000061500,TEAVA ALU D 60X6X6000 MM  6060 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 60X6X6000 MM 6060 T6,KG,n,TEAVA ALU D 60X6X6000 MM  6060 T6,n,,,
64012003512502000304,TABLA INOX 0.35X1250X2000 MM SUPRAFATA 2B MATA W1.4301,{0},,,,,,,,KG,BUC,7,,KG,n,TABLA INOX 0.35X1250X2000 MM SUPRAFATA 2B MATA W1.4301,n,,,
120PT5083200DEBITAT0,PLACI DEBITATE TURNATA 5083 200 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 200 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 200 MM,y,,,
37000200304003000240,BARA LATA  ALAMA 20X3X3000 MM CUZN39PB3 M,{0},,,,,,,,KG,,0,BRASS FLAT BARS 20X3X3000 MM CUZN39PB3 M,KG,n,BARA LATA  ALAMA 20X3X3000 MM CUZN39PB3 M,n,,,
39202106000103000000,TABLA POLICARBONAT 20X2100X6000 MM BRONZ,{0},,,,,,,,M2,,0,,M2,n,TABLA POLICARBONAT 20X2100X6000 MM BRONZ,n,,,
27090050030000063500,BARA LATA ALU  90X50X3000 MM 6082 T6,{0},,,,,,,,KG,,0,ALU FLAT BARS 90X50X3000 MM 6082 T6,KG,n,BARA LATA ALU  90X50X3000 MM 6082 T6,n,,,
12010200200030001541,TABLA ALUMINU 1050 H24 2X2000X3000 MM FOL  1 PARTE,{0},,,,,,,,KG,BUC,32.4,AL. SHEETS 2X2000X3000 MM 1050 H24 +1 SIDE PVC,KG,n,TABLA ALUMINU 1050 H24 2X2000X3000 MM FOL  1 PARTE,n,,,
120PE575401015203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 10 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL  PLATE 5754 ELOX P 10 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 10 MM,y,PE5754,,
120PE575401215203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 12 MM,{0},,,,,,,,KG,BUC,1,AL PLANCAST ELOX PLUS PLATES 5754 12X1520X3020 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 12 MM,y,PE5754,,
120PE575401515203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 15 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL  PLATE 5754 ELOX P 15 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 15 MM,y,PE5754,,
120PE575402015203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 20 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL  PLATE 5754 ELOX P 20 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 20 MM,y,PE5754,,
120PE575402515203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 25 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL  PLATE 5754 ELOX P 25 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 25 MM,y,PE5754,,
120PE575403015203020,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 30 MM,{0},,,,,,,,KG,BUC,1,PREC. MACH. CAST AL  PLATE 5754 ELOX P 30 MM,KG,n,TABLA ALUMINIU DE PRECIZIE  5754 ELOX PLUS 30 MM,y,PE5754,,
28050048490061600000,500/4849X6000 MM 6060 T6 SLIDE SLIDE,{0},,,,,,,,KG,,0,DRAW. PROF. 500-4849X6000 MM 6060 T6,KG,n,500/4849X6000 MM 6060 T6 SLIDE SLIDE,n,,,
24080080020600061500,TEAVA PATRATA ALU 80X80X2X6000 MM 6060  T6,{0},,,,,,,,KG,ML,1.6848,ALU SQUARE TUBES 80X80X2X6000 MM 6060 T6,KG,n,TEAVA PATRATA ALU 80X80X2X6000 MM 6060  T6,n,,,
24100060040400061500,TEAVA RECTANG. ALU100X60X4X4000 MM 6060  T6,{0},,,,,,,,KG,ML,3.2832,ALU RECT. TUBES 100X60X4X4000 MM 6060 T6,KG,n,TEAVA RECTANG. ALU100X60X4X4000 MM 6060  T6,n,,,
25125020006000063500,TEAVA ALU D 125X20X6000 MM 6060 T6,{0},,,,,,,,KG,ML,17.8038,ALU ROUND TUBES 125X20X6000 MM 6060 T6,KG,n,TEAVA ALU D 125X20X6000 MM 6060 T6,n,,,
ELEMENTERAFTIPE240,ELEMENTERAFTIPE240 ANULAT,{0},,,,,,,,KG,,0,,KG,n,ELEMENTERAFTIPE240 ANULAT,n,,,
26170000003000023500,BARA ALU D 170X3000 MM 2007 T4,{0},,,,,,,,KG,ML,64.6565,ALU ROUND BARS 170X3000 MM 2007 T4,KG,n,BARA ALU D 170X3000 MM 2007 T4,y,,,
120PT7021130DEBITAT0,PLACI DEBITATE TURNATA 7021 130 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 7021 130 MMCAST,KG,n,PLACI DEBITATE TURNATA 7021 130 MM,y,,,
26010000403000063500,BARA PATRATA ALU 10X10X6000 MM 6082 T6,{0},,,,,,,,KG,ML,0.27,ALU SQUARE BARS 10X10X6000 MM 6082 T6,KG,n,BARA PATRATA ALU 10X10X6000 MM 6082 T6,n,,,
51203101070000000000,33-SCARA DUBLA 2X3 TREPTE 150 KG,{0},,,,,,,,BUC,,0,HOUSEHOLD STEPLADDER 2X3 150 KG,BUC,n,33-SCARA DUBLA 2X3 TREPTE 150 KG,n,,,
24120040040600061500,TEAVA RECTANG. ALU 120X40X4X6000 MM 6060  T6,{0},,,,,,,,KG,ML,3.2832,ALU RECT. TUBES 120X40X4X6000 MM 6060 T6,KG,n,TEAVA RECTANG. ALU 120X40X4X6000 MM 6060  T6,n,,,
27015003040000061500,BARA LATA ALU  15X3X6000 MM  6063 T6,{0},,,,,,,,KG,ML,0.1215,ALU FLAT BARS 15X3X4000 MM 6060 T6,KG,n,BARA LATA ALU  15X3X6000 MM  6063 T6,n,,,
64012004100020002304,TABLA INOX 0.4X1000X2000 MM LUCIOS W1.4301 3D+F,{0},,,,,,,,KG,BUC,6.4,,KG,n,TABLA INOX 0.4X1000X2000 MM LUCIOS W1.4301 3D+F,n,,,
6401200410002000L304,TABLA INOX 0.4X1000X2000 MM SUPRAFATA 3C MATA W1.4306,{0},,,,,,,,KG,BUC,6.4,,KG,n,TABLA INOX 0.4X1000X2000 MM SUPRAFATA 3C MATA W1.4306,n,,,
25020006006000061500,TEAVA ALU D 20X6X6000 MM  6060 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 20X6X6000 MM 6060 T6,KG,n,TEAVA ALU D 20X6X6000 MM  6060 T6,n,,,
24030020015600061500,TEAVA RECTANG. ALU 30x20x1.5x6000 MM 6060  T6,{0},,,,,,,,KG,ML,0.3807,"ALU RECT. TUBES 30X20X1,5X6000 MM 6060 T6",KG,n,TEAVA RECTANG. ALU 30x20x1.5x6000 MM 6060  T6,n,,,
25045009006000061500,TEAVA ALU D 45X9X6000 MM  6060 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 45X9X6000 MM 6060 T6,KG,n,TEAVA ALU D 45X9X6000 MM  6060 T6,n,,,
25095025006000061500,TEAVA ALU D 95X25X6000 MM 6060 T6,{0},,,,,,,,KG,,0,ALU ROUND TUBES 95X25X6000 MM 6060 T6,KG,n,TEAVA ALU D 95X25X6000 MM 6060 T6,n,,,
25070015006000061500,TEAVA ALU D 70X15X6000 MM 6060 T6,{0},,,,,,,,KG,ML,6.9944,ALU ROUND TUBES 70X15X6000 MM 6060 T6,KG,n,TEAVA ALU D 70X15X6000 MM 6060 T6,n,,,
13136501009007000460,TR 65/180 3004 H26 1X900X7000 MM,{0},,,,,,,,KG,,0,PR 65/180 3004 H26 1X900X7000 MM,KG,n,TR 65/180 3004 H26 1X900X7000 MM,n,,,
28050000300245000000,PROFIL ALUTRUCK ELOXAT 3002X4500 MM 6060 T6,{0},,,,,,,,KG,,0,DRAW. PROF. 500-3002X4500 MM 6060 F25 ANODISED,KG,n,PROFIL ALUTRUCK ELOXAT 3002X4500 MM 6060 T6,n,,,
450001800150COLAC240,TEAVA CUPRU D18X1.5 MM CU-DHP R200 COLAC,{0},,,,,,,,KG,ML,0.6948,"COPPER ROUND TUBES 18X1,5 MM IN COIL CU-DHP R200",KG,n,TEAVA CUPRU D18X1.5 MM CU-DHP R200 COLAC,n,,,
120PT5083163DEBITAT0,PLACI DEBITATE TURNATA 5083 163 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 163 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 163 MM,y,,,
25080002006000061500,TEAVA ALU D 80X2X6000 MM 6060 T6,{0},,,,,,,,KG,ML,1.3226,ALU ROUND TUBES 80X2X6000 MM 6060 T6,KG,n,TEAVA ALU D 80X2X6000 MM 6060 T6,n,,,
13136500809003650460,TR 65/180 3004 H26 0.8X900 MM LA DIF.LUNG.,{0},,,,,,,,KG,,0,PR 65/180 3004 H26 0.8X900X3650 MM,KG,n,TR 65/180 3004 H26 0.8X900 MM LA DIF.LUNG.,n,,,
26165000003000063600,BARA ALU D 165X3000 MM 6082 T6,{0},,,,,,,,KG,ML,57.7034,ALU ROUND BARS 165X3000 MM 6082 T6,KG,n,BARA ALU D 165X3000 MM 6082 T6,y,,,
3600023003000WIELAND,BARA ALAMA D23X3000 MM CUZN39PB3 R430 WIELAND,{0},,,,,,,,KG,ML,3.5131,BRASS ROUND BARS CUZN39PB3 D23X3000 MM,KG,n,BARA ALAMA D23X3000 MM CUZN39PB3 R430 WIELAND,y,,,
3600017003000WIELAND,BARA ALAMA D17X3000 MM CUZN39PB3 R430 WIELAND,{0},,,,,,,,KG,ML,1.9193,BRASS ROUND BARS 17 X 3000 MM CUZN39PB3 H9,KG,n,BARA ALAMA D17X3000 MM CUZN39PB3 R430 WIELAND,y,,,
3600011063000WIELAND,BARA HEXAG.ALAMA 11X3000 MM CUZN39PB3 R430 WIELAND,{0},,,,,,,,KG,ML,0.8865,BRASS HEXAG BARS 11X3000 MM CUZN39PB3 R430 ,KG,n,BARA HEXAG.ALAMA 11X3000 MM CUZN39PB3 R430 WIELAND,n,,,
3600008063000WIELAND,BARA HEXAG. ALAMA 8X3000 MM CUZN39PB3 WIELAND,{0},,,,,,,,KG,ML,0.4689,HEXAGONAL BRASS BARS 8 X 3000 MM CUZN39PB3 H11,KG,n,BARA HEXAG. ALAMA 8X3000 MM CUZN39PB3 WIELAND,n,,,
64026006000014301000,BARA INOX D 6 MM W1.4301 W1.4301,{0},,,,,,,,KG,ML,0.23,,KG,n,BARA INOX D 6 MM W1.4301 W1.4301,n,,,
64026008000014301000,BARA INOX D 8 MM W1.4301 W1.4301,{0},,,,,,,,KG,ML,0.401,,KG,n,BARA INOX D 8 MM W1.4301 W1.4301,n,,,
6401200810002000B304,TABLA INOX BUC 0.8X1000X2000 MM SUPRAFATA 2B MATW1.4301,{0},,,,,,,,BUC,,0,,BUC,n,TABLA INOX BUC 0.8X1000X2000 MM SUPRAFATA 2B MATW1.4301,n,,,
36000900004003000240,BARA PATRATA ALAMA 90X90X3000 MM CUZN40PB2,{0},,,,,,,,KG,ML,68.526,BRASS SQUARE BARS 90X90X3000 MM CUZN40PB2,KG,n,BARA PATRATA ALAMA 90X90X3000 MM CUZN40PB2,n,,,
37000501503003000240,BARA LATA ALAMA 50X15X3000 MM CUZN39PB3 M,{0},,,,,,,,KG,ML,6.345,BRASS FLAT BARS 50X15X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 50X15X3000 MM CUZN39PB3 M,n,,,
26230000003000023500,BARA ALU D 230X3000 MM 2007 T4,{0},,,,,,,,BUC,,0,ALU ROUND BARS 230X3000 MM 2007 T4,BUC,n,BARA ALU D 230X3000 MM 2007 T4,y,,,
27020010032000061500,BARA LATA ALU  20X10X3200 MM 6060 T6,{0},,,,,,,,KG,ML,0.54,ALU FLAT BARS 20X10X3200 MM 6060 T6,KG,n,BARA LATA ALU  20X10X3200 MM 6060 T6,n,,,
27090050060000063500,BARA LATA ALU  90X50X6000 MM 6082 T6,{0},,,,,,,,KG,ML,12.15,ALU FLAT BARS 90X50X6000 MM 6082 T6,KG,n,BARA LATA ALU  90X50X6000 MM 6082 T6,n,,,
26012000003000013500,BARA ALU D 12X3000 MM 2007 TRASA T3,{0},,,,,,,,KG,ML,0.3222,ALU ROUND DRAWN BARS 12X3000 MM 2007 T3,KG,n,BARA ALU D 12X3000 MM 2007 TRASA T3,y,,,
26014000003000013500,BARA ALU D 14X3000 MM 2007 TRASA T3,{0},,,,,,,,KG,ML,0.4385,AL. DRAWN ROUND BARS 14X3000 MM 2007 T3,KG,n,BARA ALU D 14X3000 MM 2007 TRASA T3,y,,,
27015020040000023500,BARA LATA ALU  15X20X4000 MM 2007 T4,{0},,,,,,,,KG,,0,ALU FLAT BARS 15X20X4000 MM 2007 T4,KG,n,BARA LATA ALU  15X20X4000 MM 2007 T4,n,,,
22050050040600061500,PROFIL ALU T 50X50X4X6000 MM 6060  T6,{0},,,,,,,,KG,ML,1.0368,ALU T PROFILES 50X50X4X6000 MM 6060 T6,KG,n,PROFIL ALU T 50X50X4X6000 MM 6060  T6,n,,,
26120000003000021500,BARA ALU D 120X3000 MM 2017A  ,{0},,,,,,,,KG,ML,31.6512,ALU ROUND BARS 120X3000 MM 2017A T4,KG,n,BARA ALU D 120X3000 MM 2017A  ,y,,,
120PT5083110DEBITAT0,PLACI DEBITATE TURNATA 5083 110 MM,{0},,,,,,,,KG,BUC,1,CAST AL PLATE 5083 110 MM,KG,n,PLACI DEBITATE TURNATA 5083 110 MM,y,,,
24025025030600061500,TEAVA PATRATA ALU 25X25X3X6000 MM 6060  T6,{0},,,,,,,,KG,ML,0.7128,ALU SQUARE TUBES 25X25X3X6000 MM 6060 T6,KG,n,TEAVA PATRATA ALU 25X25X3X6000 MM 6060  T6,n,,,
27025004040000061500,BARA LATA ALU  25X4X4000 MM 6060 T6,{0},,,,,,,,KG,ML,0.27,ALU FLAT BARS 25X4X4000 MM 6060 T6,KG,n,BARA LATA ALU  25X4X4000 MM 6060 T6,n,,,
6401200410002000B304,TABLA INOX BUC 0.4X1000X2000 MM SUPRAFATA 2B MATA W1.4301,{0},,,,,,,,BUC,,0,,BUC,n,TABLA INOX BUC 0.4X1000X2000 MM SUPRAFATA 2B MATA W1.4301,n,,,
6401200510002000B304,TABLA INOX BUC 0.5X1000X2000 MM SUPRAFATA 2B MATA W1.4301,{0},,,,,,,,BUC,,0,,BUC,n,TABLA INOX BUC 0.5X1000X2000 MM SUPRAFATA 2B MATA W1.4301,n,,,
37000200504003000440,BARA LATA ALAMA 20X5X3000 MM CUZN38PB15 ,{0},,,,,,,,KG,,0,BRASS FLAT BARS 20X5X3000 MM CUZN38PB15 ,KG,n,BARA LATA ALAMA 20X5X3000 MM CUZN38PB15 ,n,,,
46000650000003000440,BARA CUPRU D65X3000 MM CU-ETP M,{0},,,,,,,,KG,ML,29.6506,COPPER ROUND BARS D65X3000 MM CU-ETP M,KG,n,BARA CUPRU D65X3000 MM CU-ETP M,y,,,
21030020100600061500,CORNIER ALU 30X20X10X6000 MM 6060  T6,{0},,,,,,,,KG,,0,ALU L PROFILES 30X20X10X6000 MM 500-4980 6060 T6,KG,n,CORNIER ALU 30X20X10X6000 MM 6060  T6,n,,,
12050500150060001400,TABLA ALUMINIU 5083 H111 5X1500X6000 MM,{0},,,,,,,,KG,,0,AL. SHEETS 5X2000X6000 MM 5083 H111,KG,n,TABLA ALUMINIU 5083 H111 5X1500X6000 MM,n,,,
37000150404003000340,BARA LATA ALAMA 15X4X3000 MM CUZN39PB3 M ,{0},,,,,,,,KG,,0,BRASS FLAT BARS 15X4X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 15X4X3000 MM CUZN39PB3 M ,n,,,
37000250104003000340,BARA LATA ALAMA 25X10X3000 MM CUZN39PB3 M,{0},,,,,,,,KG,,0,BRASS FLAT BARS 25X10X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 25X10X3000 MM CUZN39PB3 M,n,,,
39032053050402UV2000,TABLA PLEXIGLAS OPAL  3x2050x3050 MM,{0},,,,,,,,M2,,0,FIBERGLASS PALGLAS OPAL SHEETS (PMMA) 3.0X2050X3050 MM,M2,n,TABLA PLEXIGLAS OPAL  3x2050x3050 MM,n,,,
37000200804003000240,BARA LATA ALAMA 20X8X3000 MM CUZN39PB3 M,{0},,,,,,,,KG,ML,1.3536,BRASS FLAT BARS 20X8X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 20X8X3000 MM CUZN39PB3 M,n,,,
37000200504003000240,BARA LATA ALAMA 20X5X3000MM CUZN39PB3 M,{0},,,,,,,,KG,ML,0.846,BRASS FLAT BARS 20X5X3000 MM CUZN39PB3 M,KG,n,BARA LATA ALAMA 20X5X3000MM CUZN39PB3 M,n,,,
27015004060000062500,BARA LATA ALU  15X4X6000 MM 6060 T6,{0},,,,,,,,ML,,0,ALU FLAT BARS 15X4X6000 MM 6060 T6,ML,n,BARA LATA ALU  15X4X6000 MM 6060 T6,n,,,
39042053050401UV2000,TABLA PLEXIGLAS TRANSP. 4x2050x3050 MM,{0},,,,,,,,M2,,0,,M2,n,TABLA PLEXIGLAS TRANSP. 4x2050x3050 MM,n,,,
804702,DESEU CAPETE DE BARA CUPRU CUPRU,{0},,,,,,,,KG,,0,COPPER SCRAPS FIRST CATEGORY,KG,n,DESEU CAPETE DE BARA CUPRU CUPRU,n,,,
120PT5083280DEBITAT0,PLACI DEBITATE TURNATA 5083 280 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 280 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 280 MM,y,,,
120PT5083105DEBITAT0,PLACI DEBITATE TURNATA 5083 105 MM,{0},,,,,,,,KG,BUC,1,CAST AL PLATE 5083 105 MM,KG,n,PLACI DEBITATE TURNATA 5083 105 MM,y,,,
120PT5083165DEBITAT0,PLACI DEBITATE TURNATA 5083 165 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 165 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 165 MM,y,,,
120PT5083155DEBITAT0,PLACI DEBITATE TURNATA 5083 155 MM,{0},,,,,,,,KG,BUC,1,AL CUT PLATE 5083 155 MMCAST,KG,n,PLACI DEBITATE TURNATA 5083 155 MM,y,PT5083,,
120PT5083150DEBITAT0,PLACI DEBITATE TURNATA 5083 150 MM,{0},,,,,,,,KG,BUC,1,CAST AL PLATE 5083 150 MM,KG,n,PLACI DEBITATE TURNATA 5083 150 MM,y,,,
120PT5083130DEBITAT0,PLACI DEBITATE TURNATA 5083 130 MM,{0},,,,,,,,KG,BUC,1,CAST AL PLATE 5083 130 MM,KG,n,PLACI DEBITATE TURNATA 5083 130 MM,y,PT5083,,
47000300150040000145,BARA LATA CUPRU CU-ETP 1/2 T 30X15X4000 MM,{0},,,,,,,,KG,,0,COPPER FLAT BARS CU-ETP 1/2 HARD 30X15X4000 MM,KG,n,BARA LATA CUPRU CU-ETP 1/2 T 30X15X4000 MM,n,,,
6401200510002000B230,TABLA INOX 0.5X1000X2000 MM LUC.W1.4301 FOLIATIE,{0},,,,,,,,BUC,,0,,BUC,n,TABLA INOX 0.5X1000X2000 MM LUC.W1.4301 FOLIATIE,n,,,
